company_id,company,dimension,prior,weight,rationale,status,source_ids
C061,ABB,capture,4,20,Installed-base integration and service contracts may monetize customer downtime savings. Company-specific risk: Business perimeter and customer deployment vary by division.,HYPOTHESIS,
C062,Deere,asset,5,20,"Agricultural machines, dealer distribution and field workflows. Verify exclusivity and practical reuse.",HYPOTHESIS,
C062,Deere,ai_leverage,5,20,"Computer vision and autonomy can reduce inputs, operator burden and idle time. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C062,Deere,feedback,4,15,"Equipment fleets, dealer networks, field telemetry and work-cycle knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C062,Deere,testability,4,10,Use paired fields or work sites with equal conditions. Measure whole-season or whole-shift results rather than selected demonstrations.,HYPOTHESIS,
C062,Deere,distribution,5,15,"Agricultural machines, dealer distribution and field workflows. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C062,Deere,capture,4,20,"Equipment premiums, subscriptions and services may retain a share of per-acre or per-tonne savings. Company-specific risk: Farm economics, interoperability and paid adoption.",HYPOTHESIS,
C063,Caterpillar,asset,4,20,"Equipment fleets, dealers and service relationships. Verify exclusivity and practical reuse.",HYPOTHESIS,
C063,Caterpillar,ai_leverage,4,20,"Computer vision and autonomy can reduce inputs, operator burden and idle time. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C063,Caterpillar,feedback,4,15,"Equipment fleets, dealer networks, field telemetry and work-cycle knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C063,Caterpillar,testability,3,10,Use paired fields or work sites with equal conditions. Measure whole-season or whole-shift results rather than selected demonstrations.,HYPOTHESIS,
C063,Caterpillar,distribution,5,15,"Equipment fleets, dealers and service relationships. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C063,Caterpillar,capture,4,20,"Equipment premiums, subscriptions and services may retain a share of per-acre or per-tonne savings. Company-specific risk: Commodity cycles and customer-owned operational data.",HYPOTHESIS,
C064,Komatsu,asset,4,20,Construction and mining machinery and fleet knowledge. Verify exclusivity and practical reuse.,HYPOTHESIS,
C064,Komatsu,ai_leverage,4,20,"Computer vision and autonomy can reduce inputs, operator burden and idle time. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C064,Komatsu,feedback,4,15,"Equipment fleets, dealer networks, field telemetry and work-cycle knowledge. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C064,Komatsu,testability,3,10,Use paired fields or work sites with equal conditions. Measure whole-season or whole-shift results rather than selected demonstrations.,HYPOTHESIS,
C064,Komatsu,distribution,5,15,Construction and mining machinery and fleet knowledge. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C064,Komatsu,capture,4,20,"Equipment premiums, subscriptions and services may retain a share of per-acre or per-tonne savings. Company-specific risk: Hardware cycles and difficult field validation.",HYPOTHESIS,
C065,DHL Group,asset,4,20,Shipment networks and route-level operating knowledge. Verify exclusivity and practical reuse.,HYPOTHESIS,
C065,DHL Group,ai_leverage,4,20,"AI can improve routing, load matching, maintenance and network placement. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C065,DHL Group,feedback,4,15,"Route density, shipment flows, depot networks and asset histories. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C065,DHL Group,testability,4,10,"Compare matched routes and depots with volume, distance, weather, fuel and service mix held constant.",HYPOTHESIS,
C065,DHL Group,distribution,5,15,Shipment networks and route-level operating knowledge. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C065,DHL Group,capture,3,20,"Dense networks and service reliability can retain savings, although large customers and fuel contracts may demand pass-through. Company-specific risk: Price competition and labor contracts pass savings through.",HYPOTHESIS,
C066,UPS,asset,4,20,Parcel network density and delivery history. Verify exclusivity and practical reuse.,HYPOTHESIS,
C066,UPS,ai_leverage,4,20,"AI can improve routing, load matching, maintenance and network placement. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C066,UPS,feedback,4,15,"Route density, shipment flows, depot networks and asset histories. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C066,UPS,testability,4,10,"Compare matched routes and depots with volume, distance, weather, fuel and service mix held constant.",HYPOTHESIS,
C066,UPS,distribution,5,15,Parcel network density and delivery history. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C066,UPS,capture,3,20,"Dense networks and service reliability can retain savings, although large customers and fuel contracts may demand pass-through. Company-specific risk: Volume changes and labor costs dominate unit economics.",HYPOTHESIS,
C067,Canadian National Railway,asset,4,20,Rail network and maintenance records. Verify exclusivity and practical reuse.,HYPOTHESIS,
C067,Canadian National Railway,ai_leverage,3,20,"AI can improve routing, load matching, maintenance and network placement. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C067,Canadian National Railway,feedback,4,15,"Route density, shipment flows, depot networks and asset histories. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C067,Canadian National Railway,testability,3,10,"Compare matched routes and depots with volume, distance, weather, fuel and service mix held constant.",HYPOTHESIS,
C067,Canadian National Railway,distribution,5,15,Rail network and maintenance records. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C067,Canadian National Railway,capture,3,20,"Dense networks and service reliability can retain savings, although large customers and fuel contracts may demand pass-through. Company-specific risk: Safety constraints and traffic mix limit automation.",HYPOTHESIS,
C068,Safran,asset,5,20,Civil engine and aircraft-equipment service knowledge. Verify exclusivity and practical reuse.,HYPOTHESIS,
C068,Safran,ai_leverage,4,20,"AI can improve engineering, inspection and predictive maintenance while certification constrains deployment. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C068,Safran,feedback,4,15,"Certified designs, fleet-service records, engineering expertise and installed engines. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C068,Safran,testability,2,10,"Evaluate matched fleets by engine variant, utilization and environment. Require independent engineering review.",HYPOTHESIS,
C068,Safran,distribution,5,15,Civil engine and aircraft-equipment service knowledge. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C068,Safran,capture,4,20,Long service relationships and contracted availability can reward lower maintenance cost. Company-specific risk: Long-tail engineering liabilities and certification.,HYPOTHESIS,
C069,GE Aerospace,asset,5,20,Engine fleet and service contract experience. Verify exclusivity and practical reuse.,HYPOTHESIS,
C069,GE Aerospace,ai_leverage,4,20,"AI can improve engineering, inspection and predictive maintenance while certification constrains deployment. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C069,GE Aerospace,feedback,4,15,"Certified designs, fleet-service records, engineering expertise and installed engines. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C069,GE Aerospace,testability,2,10,"Evaluate matched fleets by engine variant, utilization and environment. Require independent engineering review.",HYPOTHESIS,
C069,GE Aerospace,distribution,5,15,Engine fleet and service contract experience. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C069,GE Aerospace,capture,4,20,Long service relationships and contracted availability can reward lower maintenance cost. Company-specific risk: Lower maintenance may reduce billable work under some contracts.,HYPOTHESIS,
C070,Waste Management,asset,4,20,"Local route density, disposal assets and commercial contracts. Verify exclusivity and practical reuse.",HYPOTHESIS,
C070,Waste Management,ai_leverage,3,20,"AI can improve dispatch, sorting, service planning and customer support. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C070,Waste Management,feedback,4,15,"Local route density, asset records and recurring commercial contracts. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C070,Waste Management,testability,3,10,"Compare matched routes and facilities and include replacement capex, training and exception handling.",HYPOTHESIS,
C070,Waste Management,distribution,5,15,"Local route density, disposal assets and commercial contracts. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C070,Waste Management,capture,3,20,"Density and recurring service relationships can retain some cost savings, especially where local capacity is scarce. Company-specific risk: Automation capex and municipal repricing.",HYPOTHESIS,
C071,Cintas,asset,3,20,Recurring service routes and customer relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C071,Cintas,ai_leverage,3,20,"AI can improve dispatch, sorting, service planning and customer support. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C071,Cintas,feedback,3,15,"Local route density, asset records and recurring commercial contracts. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C071,Cintas,testability,3,10,"Compare matched routes and facilities and include replacement capex, training and exception handling.",HYPOTHESIS,
C071,Cintas,distribution,5,15,Recurring service routes and customer relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C071,Cintas,capture,3,20,"Density and recurring service relationships can retain some cost savings, especially where local capacity is scarce. Company-specific risk: Much of the work remains physical and labor-intensive.",HYPOTHESIS,
C072,Linde,asset,4,20,Industrial gas process plants and long customer contracts. Verify exclusivity and practical reuse.,HYPOTHESIS,
C072,Linde,ai_leverage,4,20,"AI can propose formulations and optimize process conditions, improving experiment throughput and resource intensity. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C072,Linde,feedback,4,15,"Formulation libraries, application expertise, process plants and customer qualification. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C072,Linde,testability,3,10,Use blinded formulation tests and matched production runs. Distinguish specialty pricing from commodity cycle effects.,HYPOTHESIS,
C072,Linde,distribution,5,15,Industrial gas process plants and long customer contracts. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C072,Linde,capture,4,20,"Qualified formulations, long contracts and application support may retain value. Commodity producers face price pass-through. Company-specific risk: Contract pass-through and energy prices determine retention.",HYPOTHESIS,
C073,BASF,asset,4,20,"Chemical processes, formulation knowledge and integrated plants. Verify exclusivity and practical reuse.",HYPOTHESIS,
C073,BASF,ai_leverage,3,20,"AI can propose formulations and optimize process conditions, improving experiment throughput and resource intensity. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C073,BASF,feedback,4,15,"Formulation libraries, application expertise, process plants and customer qualification. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C073,BASF,testability,3,10,Use blinded formulation tests and matched production runs. Distinguish specialty pricing from commodity cycle effects.,HYPOTHESIS,
C073,BASF,distribution,5,15,"Chemical processes, formulation knowledge and integrated plants. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C073,BASF,capture,2,20,"Qualified formulations, long contracts and application support may retain value. Commodity producers face price pass-through. Company-specific risk: Commodity exposure and energy disadvantage can overwhelm AI.",HYPOTHESIS,
C074,dsm-firmenich,asset,4,20,"Nutrition, fragrance and formulation expertise. Verify exclusivity and practical reuse.",HYPOTHESIS,
C074,dsm-firmenich,ai_leverage,4,20,"AI can propose formulations and optimize process conditions, improving experiment throughput and resource intensity. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C074,dsm-firmenich,feedback,4,15,"Formulation libraries, application expertise, process plants and customer qualification. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C074,dsm-firmenich,testability,3,10,Use blinded formulation tests and matched production runs. Distinguish specialty pricing from commodity cycle effects.,HYPOTHESIS,
C074,dsm-firmenich,distribution,5,15,"Nutrition, fragrance and formulation expertise. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C074,dsm-firmenich,capture,4,20,"Qualified formulations, long contracts and application support may retain value. Commodity producers face price pass-through. Company-specific risk: Integration, customer qualification and changing business perimeter.",HYPOTHESIS,
C075,Rio Tinto,asset,4,20,Orebody knowledge and large mining operations. Verify exclusivity and practical reuse.,HYPOTHESIS,
C075,Rio Tinto,ai_leverage,3,20,"AI can improve grade control, ore sorting and maintenance, raising recoverable output from existing assets. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C075,Rio Tinto,feedback,4,15,"Orebody knowledge, geological records, equipment fleets and processing plants. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C075,Rio Tinto,testability,3,10,Compare benches and processing runs with mineralogy and grade controls. Separate autonomy from commodity exposure.,HYPOTHESIS,
C075,Rio Tinto,distribution,5,15,Orebody knowledge and large mining operations. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C075,Rio Tinto,capture,3,20,"Low-cost resource owners may retain operational gains, but commodity prices and royalties remain dominant. Company-specific risk: Grade, commodity prices and project execution dominate.",HYPOTHESIS,
C076,BHP,asset,4,20,Resource assets and processing operations. Verify exclusivity and practical reuse.,HYPOTHESIS,
C076,BHP,ai_leverage,3,20,"AI can improve grade control, ore sorting and maintenance, raising recoverable output from existing assets. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C076,BHP,feedback,4,15,"Orebody knowledge, geological records, equipment fleets and processing plants. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C076,BHP,testability,3,10,Compare benches and processing runs with mineralogy and grade controls. Separate autonomy from commodity exposure.,HYPOTHESIS,
C076,BHP,distribution,5,15,Resource assets and processing operations. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C076,BHP,capture,3,20,"Low-cost resource owners may retain operational gains, but commodity prices and royalties remain dominant. Company-specific risk: Commodity cycles, royalties and sustaining capital.",HYPOTHESIS,
C077,Alibaba,asset,5,20,"Commerce distribution, merchants and operating data. Verify exclusivity and practical reuse.",HYPOTHESIS,
C077,Alibaba,ai_leverage,4,20,"AI can improve matching, inventory allocation and merchandising while reducing seller or service work. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C077,Alibaba,feedback,4,15,"Transaction histories, seller networks, customer access and fulfillment or merchandising systems. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C077,Alibaba,testability,4,10,"Run cohort or market tests controlling for subsidies, category mix and fulfillment speed.",HYPOTHESIS,
C077,Alibaba,distribution,5,15,"Commerce distribution, merchants and operating data. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C077,Alibaba,capture,4,20,"Network density and distribution can capture gains through retention, service fees or advertising. Agents can also bypass storefronts. Company-specific risk: Governance, competition and regulatory constraints.",HYPOTHESIS,
C078,MercadoLibre,asset,5,20,"Commerce, logistics and payment relationships. Verify exclusivity and practical reuse.",HYPOTHESIS,
C078,MercadoLibre,ai_leverage,5,20,"AI can improve matching, inventory allocation and merchandising while reducing seller or service work. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C078,MercadoLibre,feedback,5,15,"Transaction histories, seller networks, customer access and fulfillment or merchandising systems. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C078,MercadoLibre,testability,4,10,"Run cohort or market tests controlling for subsidies, category mix and fulfillment speed.",HYPOTHESIS,
C078,MercadoLibre,distribution,5,15,"Commerce, logistics and payment relationships. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C078,MercadoLibre,capture,4,20,"Network density and distribution can capture gains through retention, service fees or advertising. Agents can also bypass storefronts. Company-specific risk: Credit losses, currency and subsidized growth.",HYPOTHESIS,
C079,Inditex,asset,4,20,"Merchandising, store network and inventory feedback. Verify exclusivity and practical reuse.",HYPOTHESIS,
C079,Inditex,ai_leverage,4,20,"AI can improve matching, inventory allocation and merchandising while reducing seller or service work. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C079,Inditex,feedback,4,15,"Transaction histories, seller networks, customer access and fulfillment or merchandising systems. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C079,Inditex,testability,4,10,"Run cohort or market tests controlling for subsidies, category mix and fulfillment speed.",HYPOTHESIS,
C079,Inditex,distribution,5,15,"Merchandising, store network and inventory feedback. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C079,Inditex,capture,4,20,"Network density and distribution can capture gains through retention, service fees or advertising. Agents can also bypass storefronts. Company-specific risk: Brand demand and inventory discipline may explain gains without AI.",HYPOTHESIS,
C080,Uber,asset,5,20,"Mobility demand, matching and driver-market density. Verify exclusivity and practical reuse.",HYPOTHESIS,
C080,Uber,ai_leverage,5,20,"AI can improve matching, itinerary planning and support, increasing utilization and conversion. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C080,Uber,feedback,4,15,"Demand density, supply relationships, transaction context and booking infrastructure. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C080,Uber,testability,4,10,Evaluate matched geographic and customer cohorts. Separate AI conversion from travel cycles and promotional spending.,HYPOTHESIS,
C080,Uber,distribution,5,15,"Mobility demand, matching and driver-market density. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C080,Uber,capture,4,20,"Network access and transaction completion may retain value, but external agents can redirect customer relationships. Company-specific risk: Autonomous fleet owners or agents may capture economics.",HYPOTHESIS,
C081,Booking Holdings,asset,5,20,"Travel demand, supplier relationships and conversion history. Verify exclusivity and practical reuse.",HYPOTHESIS,
C081,Booking Holdings,ai_leverage,4,20,"AI can improve matching, itinerary planning and support, increasing utilization and conversion. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C081,Booking Holdings,feedback,4,15,"Demand density, supply relationships, transaction context and booking infrastructure. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C081,Booking Holdings,testability,4,10,Evaluate matched geographic and customer cohorts. Separate AI conversion from travel cycles and promotional spending.,HYPOTHESIS,
C081,Booking Holdings,distribution,5,15,"Travel demand, supplier relationships and conversion history. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C081,Booking Holdings,capture,4,20,"Network access and transaction completion may retain value, but external agents can redirect customer relationships. Company-specific risk: AI agents may bypass discovery and reduce commissions.",HYPOTHESIS,
C082,Amadeus IT Group,asset,5,20,Travel reservations and airline operating workflows. Verify exclusivity and practical reuse.,HYPOTHESIS,
C082,Amadeus IT Group,ai_leverage,4,20,"AI can improve matching, itinerary planning and support, increasing utilization and conversion. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C082,Amadeus IT Group,feedback,4,15,"Demand density, supply relationships, transaction context and booking infrastructure. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C082,Amadeus IT Group,testability,4,10,Evaluate matched geographic and customer cohorts. Separate AI conversion from travel cycles and promotional spending.,HYPOTHESIS,
C082,Amadeus IT Group,distribution,5,15,Travel reservations and airline operating workflows. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C082,Amadeus IT Group,capture,4,20,"Network access and transaction completion may retain value, but external agents can redirect customer relationships. Company-specific risk: Airline bargaining power and distribution change.",HYPOTHESIS,
C083,Toyota Motor,asset,4,20,Manufacturing knowledge and global service network. Verify exclusivity and practical reuse.,HYPOTHESIS,
C083,Toyota Motor,ai_leverage,3,20,"AI can improve design, production quality and service diagnostics. Autonomous driving is a separate capital-intensive thesis. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C083,Toyota Motor,feedback,4,15,"Manufacturing expertise, engineering data, vehicle fleets and service distribution. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C083,Toyota Motor,testability,3,10,Benchmark matched models and plants. Treat autonomy R&D and commercial manufacturing productivity separately.,HYPOTHESIS,
C083,Toyota Motor,distribution,5,15,Manufacturing knowledge and global service network. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C083,Toyota Motor,capture,3,20,"Brand and differentiated vehicle economics must retain savings despite price competition. Company-specific risk: Product mix, EV competition and software execution.",HYPOTHESIS,
C084,BMW,asset,4,20,"Premium vehicles, engineering and manufacturing knowledge. Verify exclusivity and practical reuse.",HYPOTHESIS,
C084,BMW,ai_leverage,3,20,"AI can improve design, production quality and service diagnostics. Autonomous driving is a separate capital-intensive thesis. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C084,BMW,feedback,4,15,"Manufacturing expertise, engineering data, vehicle fleets and service distribution. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C084,BMW,testability,3,10,Benchmark matched models and plants. Treat autonomy R&D and commercial manufacturing productivity separately.,HYPOTHESIS,
C084,BMW,distribution,5,15,"Premium vehicles, engineering and manufacturing knowledge. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C084,BMW,capture,2,20,Brand and differentiated vehicle economics must retain savings despite price competition. Company-specific risk: Geographic competitiveness and price pressure can outweigh savings.,HYPOTHESIS,
C085,Nike,asset,3,20,"Brand, product archive and distribution. Verify exclusivity and practical reuse.",HYPOTHESIS,
C085,Nike,ai_leverage,3,20,AI can improve demand forecasting and product iteration while reducing marketing production cost. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C085,Nike,feedback,3,15,"Brand equity, product archives, direct customer relationships and distribution. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C085,Nike,testability,3,10,"Use product and region cohorts, separating price increases and channel shifts from AI improvements.",HYPOTHESIS,
C085,Nike,distribution,5,15,"Brand, product archive and distribution. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C085,Nike,capture,3,20,Scarce brands and owned customer access may preserve pricing. Generic creative production offers little durable advantage. Company-specific risk: Brand relevance and channel strategy overwhelm generic AI tools.,HYPOTHESIS,
C086,LVMH,asset,3,20,"Scarce brands, design history and customer relationships. Verify exclusivity and practical reuse.",HYPOTHESIS,
C086,LVMH,ai_leverage,3,20,AI can improve demand forecasting and product iteration while reducing marketing production cost. Incremental financial materiality remains unmeasured.,HYPOTHESIS,
C086,LVMH,feedback,3,15,"Brand equity, product archives, direct customer relationships and distribution. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C086,LVMH,testability,3,10,"Use product and region cohorts, separating price increases and channel shifts from AI improvements.",HYPOTHESIS,
C086,LVMH,distribution,5,15,"Scarce brands, design history and customer relationships. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C086,LVMH,capture,4,20,Scarce brands and owned customer access may preserve pricing. Generic creative production offers little durable advantage. Company-specific risk: AI content may dilute scarcity and luxury demand remains cyclical.,HYPOTHESIS,
C087,Unilever,asset,4,20,"Brands, formulations and distribution. Verify exclusivity and practical reuse.",HYPOTHESIS,
C087,Unilever,ai_leverage,3,20,"AI can improve formulation, demand planning and plant operations. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C087,Unilever,feedback,4,15,"Formulation know-how, brands, distribution and manufacturing networks. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C087,Unilever,testability,3,10,"Use matched plants and product cohorts controlling for input inflation, mix, pricing and trade spend.",HYPOTHESIS,
C087,Unilever,distribution,5,15,"Brands, formulations and distribution. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C087,Unilever,capture,3,20,"Brand strength and efficient distribution may retain part of savings, but retailers and consumers can demand lower prices. Company-specific risk: Retailer bargaining and promotions absorb savings.",HYPOTHESIS,
C088,Nestlé,asset,4,20,"Food research, brands and manufacturing networks. Verify exclusivity and practical reuse.",HYPOTHESIS,
C088,Nestlé,ai_leverage,3,20,"AI can improve formulation, demand planning and plant operations. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C088,Nestlé,feedback,4,15,"Formulation know-how, brands, distribution and manufacturing networks. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C088,Nestlé,testability,3,10,"Use matched plants and product cohorts controlling for input inflation, mix, pricing and trade spend.",HYPOTHESIS,
C088,Nestlé,distribution,5,15,"Food research, brands and manufacturing networks. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C088,Nestlé,capture,3,20,"Brand strength and efficient distribution may retain part of savings, but retailers and consumers can demand lower prices. Company-specific risk: Product execution and input prices dominate small AI gains.",HYPOTHESIS,
C089,Procter & Gamble,asset,4,20,"Consumer brands, process knowledge and retail distribution. Verify exclusivity and practical reuse.",HYPOTHESIS,
C089,Procter & Gamble,ai_leverage,3,20,"AI can improve formulation, demand planning and plant operations. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C089,Procter & Gamble,feedback,4,15,"Formulation know-how, brands, distribution and manufacturing networks. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C089,Procter & Gamble,testability,3,10,"Use matched plants and product cohorts controlling for input inflation, mix, pricing and trade spend.",HYPOTHESIS,
C089,Procter & Gamble,distribution,5,15,"Consumer brands, process knowledge and retail distribution. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,
C089,Procter & Gamble,capture,4,20,"Brand strength and efficient distribution may retain part of savings, but retailers and consumers can demand lower prices. Company-specific risk: Savings may flow into trade spending and price competition.",HYPOTHESIS,
C090,Walmart,asset,5,20,"Store network, purchase data and fulfillment capacity. Verify exclusivity and practical reuse.",HYPOTHESIS,S11
C090,Walmart,ai_leverage,5,20,"AI can improve replenishment, reduce spoilage and support store labor productivity. Incremental financial materiality remains unmeasured.",HYPOTHESIS,S11
C090,Walmart,feedback,5,15,"Store networks, inventory flows, purchase histories and customer relationships. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,S11
C090,Walmart,testability,4,10,"Compare matched stores and fulfillment zones, including labor scheduling quality and basket mix.",HYPOTHESIS,S11
C090,Walmart,distribution,5,15,"Store network, purchase data and fulfillment capacity. Verify the share of eligible workflows reachable through existing channels.",HYPOTHESIS,S11
C090,Walmart,capture,3,20,"Scale and repeat purchasing may reinforce advantage, while low-price promises deliberately transfer savings to customers. Company-specific risk: Low-price strategy intentionally shares productivity with customers.",HYPOTHESIS,S11
C091,Costco,asset,4,20,Membership and warehouse distribution. Verify exclusivity and practical reuse.,HYPOTHESIS,
C091,Costco,ai_leverage,3,20,"AI can improve replenishment, reduce spoilage and support store labor productivity. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C091,Costco,feedback,3,15,"Store networks, inventory flows, purchase histories and customer relationships. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C091,Costco,testability,4,10,"Compare matched stores and fulfillment zones, including labor scheduling quality and basket mix.",HYPOTHESIS,
C091,Costco,distribution,5,15,Membership and warehouse distribution. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C091,Costco,capture,3,20,"Scale and repeat purchasing may reinforce advantage, while low-price promises deliberately transfer savings to customers. Company-specific risk: Deliberate low markups limit direct margin capture.",HYPOTHESIS,
C092,Deutsche Telekom,asset,4,20,Network infrastructure and subscriber relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C092,Deutsche Telekom,ai_leverage,3,20,"AI can optimize network energy, fault resolution and service operations. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C092,Deutsche Telekom,feedback,4,15,"Network telemetry, spectrum, customer relationships and local infrastructure. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C092,Deutsche Telekom,testability,3,10,"Use staged network-cell deployments and service cohorts, controlling for equipment generation and traffic mix.",HYPOTHESIS,
C092,Deutsche Telekom,distribution,5,15,Network infrastructure and subscriber relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C092,Deutsche Telekom,capture,3,20,"Network quality and lower cost can improve cash generation, but price competition and regulation may share gains. Company-specific risk: Tariff competition, subsidiaries and regulation dilute capture.",HYPOTHESIS,
C093,Singtel,asset,3,20,Regional connectivity and enterprise relationships. Verify exclusivity and practical reuse.,HYPOTHESIS,
C093,Singtel,ai_leverage,3,20,"AI can optimize network energy, fault resolution and service operations. Incremental financial materiality remains unmeasured.",HYPOTHESIS,
C093,Singtel,feedback,4,15,"Network telemetry, spectrum, customer relationships and local infrastructure. Useful outcome labels and lawful learning rights remain to be verified.",HYPOTHESIS,
C093,Singtel,testability,3,10,"Use staged network-cell deployments and service cohorts, controlling for equipment generation and traffic mix.",HYPOTHESIS,
C093,Singtel,distribution,5,15,Regional connectivity and enterprise relationships. Verify the share of eligible workflows reachable through existing channels.,HYPOTHESIS,
C093,Singtel,capture,3,20,"Network quality and lower cost can improve cash generation, but price competition and regulation may share gains. Company-specific risk: Business mix and affiliated operators complicate attribution.",HYPOTHESIS,
C094,Meta Platforms,asset,5,20,Audience distribution and advertising feedback. Verify exclusivity and practical reuse.,HYPOTHESIS,
